gene_symbol,uniprot_id,interaction_claim_source,drug_name,chembl_id,CID
SFTPA1,Q8IWL2,NCI,ACETYLCYSTEINE,CHEMBL600,12035
BRSK2,Q8IWQ3,GuideToPharmacology,CHEMBL2203843,CHEMBL2203843,54758482
BRSK2,Q8IWQ3,DTC,HESPERADIN,CHEMBL514409,135421442
SCN4B,Q8IWT1,TdgClinicalTrial,ZONISAMIDE,CHEMBL750,5734
SLC30A8,Q8IWU4,PharmGKB,REPAGLINIDE,CHEMBL1272,65981
TPH2,Q8IWU9,PharmGKB,CITALOPRAM,CHEMBL549,2771
TPH2,Q8IWU9,GuideToPharmacology,FENFLURAMINE,CHEMBL87493,3337
TPH2,Q8IWU9,PharmGKB,MIRTAZAPINE,CHEMBL654,4205
TPH2,Q8IWU9,GuideToPharmacology,FENCLONINE,CHEMBL1256351,4652
TPH2,Q8IWU9,PharmGKB,VENLAFAXINE,CHEMBL637,5656
TPH2,Q8IWU9,ChemblInteractions,TELOTRISTAT,CHEMBL2103855,25025298
TPH2,Q8IWU9,ChemblInteractions,TELOTRISTAT ETHYL,CHEMBL2105695,25181577
TPH2,Q8IWU9,GuideToPharmacology,RODATRISTAT,CHEMBL4104957,117947705
UBR1,Q8IWV7,NCI,DEXAMETHASONE,CHEMBL384467,5743
ARHGAP12,Q8IWW6,PharmGKB,METHYLPHENIDATE,CHEMBL796,4158
SIRT2,Q8IXJ6,DTC,BISINDOLYLMALEIMIDE IX,CHEMBL6291,5083
SIRT2,Q8IXJ6,PharmGKB,GEFITINIB,CHEMBL939,123631
SIRT2,Q8IXJ6,DTC,PAULLONE,CHEMBL99779,5331125
SIRT2,Q8IXJ6,DTC,CHEMBL589270,CHEMBL589270,21924997
SIRT2,Q8IXJ6,DTC,CHEMBL595354,CHEMBL595354,24772043
SIRT2,Q8IXJ6,DTC,CHEMBL1794051,CHEMBL1794051,56674921
SIRT2,Q8IXJ6,DTC,SALERMIDE,CHEMBL597845,135659046
ASXL1,Q8IXJ9,JAX-CKB,AZACITIDINE,CHEMBL1489,9444
ASXL1,Q8IXJ9,JAX-CKB,DECITABINE,CHEMBL1201129,451668
FAM178B,Q8IXR5,PharmGKB,LITHIUM,CHEMBL2146126,3028194
DPP6,Q8IYG9,PharmGKB,ALCOHOL,CHEMBL545,702
DPP6,Q8IYG9,PharmGKB,HALOPERIDOL,CHEMBL54,3559
RTKN2,Q8IZC4,PharmGKB,HALOPERIDOL,CHEMBL54,3559
KMT2E,Q8IZD2,PharmGKB,DULOXETINE,CHEMBL1175,60835
RGL4,Q8IZJ4,PharmGKB,TRAMADOL,CHEMBL1237044,5523
CDK20,Q8IZL9,ChemblInteractions,AT-7519,CHEMBL445813,11338033
CDK20,Q8IZL9,ChemblInteractions,AZD-5438,CHEMBL488436,16747683
CDK20,Q8IZL9,ChemblInteractions,PHA-793887,CHEMBL1230607,46191454
ABI1,Q8IZP0,PharmGKB,DASATINIB,CHEMBL1421,3062316
ABI1,Q8IZP0,PharmGKB,PONATINIB,CHEMBL1171837,24826799
CACNA2D3,Q8IZS8,PharmGKB,CELECOXIB,CHEMBL118,2662
CACNA2D3,Q8IZS8,ChemblInteractions,GABAPENTIN,CHEMBL940,3446
CACNA2D3,Q8IZS8,ChemblInteractions,BEPRIDIL HYDROCHLORIDE,CHEMBL1200382,91725
CACNA2D3,Q8IZS8,ChemblInteractions,PREGABALIN,CHEMBL1059,5486971
CACNA2D3,Q8IZS8,ChemblInteractions,ATAGABALIN,CHEMBL593430,9794485
CACNA2D3,Q8IZS8,ChemblInteractions,GABAPENTIN ENACARBIL,CHEMBL1628502,9883933
CACNA2D3,Q8IZS8,ChemblInteractions,IMAGABALIN,CHEMBL2103836,10236037
CMTM8,Q8IZV2,PharmGKB,METHYLPHENIDATE,CHEMBL796,4158
VKORC1L1,Q8N0U8,TdgClinicalTrial,MENADIONE,CHEMBL590,4055
VKORC1L1,Q8N0U8,TEND,MENADIONE,CHEMBL590,4055
VKORC1L1,Q8N0U8,PharmGKB,WARFARIN,CHEMBL1464,54678486
VKORC1L1,Q8N0U8,TdgClinicalTrial,WARFARIN,CHEMBL1464,54678486
VKORC1L1,Q8N0U8,TEND,WARFARIN,CHEMBL1464,54678486
RPTOR,Q8N122,PharmGKB,EVEROLIMUS,CHEMBL1908360,6442177
RPTOR,Q8N122,MyCancerGenome,AZD-8055,CHEMBL1801204,25262965
RPTOR,Q8N122,MyCancerGenome,SAPANISERTIB,CHEMBL3545097,45375953
RPTOR,Q8N122,MyCancerGenome,OSI-027,CHEMBL3120215,135398516
FAM177A1,Q8N128,PharmGKB,LITHIUM,CHEMBL2146126,3028194
GJD3,Q8N144,GuideToPharmacology,OCTANOL,CHEMBL26215,957
GJD3,Q8N144,GuideToPharmacology,CARBENOXOLONE,CHEMBL499915,636403
NDUFAF2,Q8N183,ChemblInteractions,METFORMIN HYDROCHLORIDE,CHEMBL1703,14219
GABRG1,Q8N1C3,TdgClinicalTrial,ALPRAZOLAM,CHEMBL661,2118
GABRG1,Q8N1C3,TEND,ALPRAZOLAM,CHEMBL661,2118
GABRG1,Q8N1C3,ChemblInteractions,ALPRAZOLAM,CHEMBL661,2118
GABRG1,Q8N1C3,TdgClinicalTrial,BROMAZEPAM,CHEMBL277062,2441
GABRG1,Q8N1C3,TEND,BROMAZEPAM,CHEMBL277062,2441
GABRG1,Q8N1C3,ChemblInteractions,BUTALBITAL,CHEMBL454,2481
GABRG1,Q8N1C3,TEND,CHLORDIAZEPOXIDE,CHEMBL451,2712
GABRG1,Q8N1C3,TdgClinicalTrial,CHLORDIAZEPOXIDE,CHEMBL451,2712
GABRG1,Q8N1C3,ChemblInteractions,CHLORDIAZEPOXIDE,CHEMBL451,2712
GABRG1,Q8N1C3,TEND,CLOBAZAM,CHEMBL70418,2789
GABRG1,Q8N1C3,ChemblInteractions,CLOBAZAM,CHEMBL70418,2789
GABRG1,Q8N1C3,TdgClinicalTrial,CLOBAZAM,CHEMBL70418,2789
GABRG1,Q8N1C3,ChemblInteractions,CLONAZEPAM,CHEMBL452,2802
GABRG1,Q8N1C3,TEND,CLONAZEPAM,CHEMBL452,2802
GABRG1,Q8N1C3,TdgClinicalTrial,CLORAZEPIC ACID,CHEMBL1213252,2809
GABRG1,Q8N1C3,TEND,CLORAZEPIC ACID,CHEMBL1213252,2809
GABRG1,Q8N1C3,TdgClinicalTrial,CLOTIAZEPAM,CHEMBL1697737,2811
GABRG1,Q8N1C3,TEND,CLOTIAZEPAM,CHEMBL1697737,2811
GABRG1,Q8N1C3,TEND,DIAZEPAM,CHEMBL12,3016
GABRG1,Q8N1C3,ChemblInteractions,DIAZEPAM,CHEMBL12,3016
GABRG1,Q8N1C3,TdgClinicalTrial,DIAZEPAM,CHEMBL12,3016
GABRG1,Q8N1C3,ChemblInteractions,ENFLURANE,CHEMBL1257,3226
GABRG1,Q8N1C3,ChemblInteractions,ESTAZOLAM,CHEMBL285674,3261
GABRG1,Q8N1C3,TdgClinicalTrial,ESTAZOLAM,CHEMBL285674,3261
GABRG1,Q8N1C3,TEND,ESTAZOLAM,CHEMBL285674,3261
GABRG1,Q8N1C3,TdgClinicalTrial,FLUDIAZEPAM,CHEMBL13291,3369
GABRG1,Q8N1C3,TEND,FLUDIAZEPAM,CHEMBL13291,3369
GABRG1,Q8N1C3,ChemblInteractions,FLUMAZENIL,CHEMBL407,3373
GABRG1,Q8N1C3,TdgClinicalTrial,FLURAZEPAM,CHEMBL968,3393
GABRG1,Q8N1C3,TEND,FLURAZEPAM,CHEMBL968,3393
GABRG1,Q8N1C3,TdgClinicalTrial,GABOXADOL,CHEMBL312443,3448
GABRG1,Q8N1C3,ChemblInteractions,GLUTETHIMIDE,CHEMBL1102,3487
GABRG1,Q8N1C3,ChemblInteractions,HALOTHANE,CHEMBL931,3562
GABRG1,Q8N1C3,ChemblInteractions,ISOFLURANE,CHEMBL1256,3763
GABRG1,Q8N1C3,TdgClinicalTrial,LORAZEPAM,CHEMBL580,3958
GABRG1,Q8N1C3,ChemblInteractions,LORAZEPAM,CHEMBL580,3958
GABRG1,Q8N1C3,TEND,LORAZEPAM,CHEMBL580,3958
GABRG1,Q8N1C3,ChemblInteractions,MEPROBAMATE,CHEMBL979,4064
GABRG1,Q8N1C3,ChemblInteractions,METHARBITAL,CHEMBL450,4099
GABRG1,Q8N1C3,ChemblInteractions,METHOXYFLURANE,CHEMBL1341,4116
GABRG1,Q8N1C3,ChemblInteractions,METHYPRYLON,CHEMBL1200790,4162
GABRG1,Q8N1C3,TEND,MIDAZOLAM,CHEMBL655,4192
GABRG1,Q8N1C3,TdgClinicalTrial,MIDAZOLAM,CHEMBL655,4192
GABRG1,Q8N1C3,TdgClinicalTrial,NITRAZEPAM,CHEMBL13209,4506
GABRG1,Q8N1C3,TEND,NITRAZEPAM,CHEMBL13209,4506
GABRG1,Q8N1C3,ChemblInteractions,OXAZEPAM,CHEMBL568,4616
GABRG1,Q8N1C3,TdgClinicalTrial,OXAZEPAM,CHEMBL568,4616
GABRG1,Q8N1C3,TEND,OXAZEPAM,CHEMBL568,4616
GABRG1,Q8N1C3,ChemblInteractions,PENTOBARBITAL,CHEMBL448,4737
GABRG1,Q8N1C3,TdgClinicalTrial,PRAZEPAM,CHEMBL969,4890
GABRG1,Q8N1C3,TEND,PRAZEPAM,CHEMBL969,4890
GABRG1,Q8N1C3,ChemblInteractions,PRAZEPAM,CHEMBL969,4890
GABRG1,Q8N1C3,ChemblInteractions,PRIMIDONE,CHEMBL856,4909
GABRG1,Q8N1C3,ChemblInteractions,PROPOFOL,CHEMBL526,4943
GABRG1,Q8N1C3,TEND,QUAZEPAM,CHEMBL1200472,4999
GABRG1,Q8N1C3,TdgClinicalTrial,QUAZEPAM,CHEMBL1200472,4999
GABRG1,Q8N1C3,ChemblInteractions,QUAZEPAM,CHEMBL1200472,4999
GABRG1,Q8N1C3,ChemblInteractions,SEVOFLURANE,CHEMBL1200694,5206
GABRG1,Q8N1C3,TdgClinicalTrial,TEMAZEPAM,CHEMBL967,5391
GABRG1,Q8N1C3,TEND,TEMAZEPAM,CHEMBL967,5391
GABRG1,Q8N1C3,ChemblInteractions,TEMAZEPAM,CHEMBL967,5391
GABRG1,Q8N1C3,TEND,TRIAZOLAM,CHEMBL646,5556
GABRG1,Q8N1C3,TdgClinicalTrial,TRIAZOLAM,CHEMBL646,5556
GABRG1,Q8N1C3,ChemblInteractions,TRIAZOLAM,CHEMBL646,5556
GABRG1,Q8N1C3,ChemblInteractions,TALBUTAL,CHEMBL1200802,8275
GABRG1,Q8N1C3,ChemblInteractions,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHEMBL1200703,9916
GABRG1,Q8N1C3,TEND,HALAZEPAM,CHEMBL970,31640
GABRG1,Q8N1C3,ChemblInteractions,HALAZEPAM,CHEMBL970,31640
GABRG1,Q8N1C3,TdgClinicalTrial,HALAZEPAM,CHEMBL970,31640
GABRG1,Q8N1C3,TEND,ADINAZOLAM,CHEMBL328250,37632
GABRG1,Q8N1C3,TdgClinicalTrial,ADINAZOLAM,CHEMBL328250,37632
GABRG1,Q8N1C3,ChemblInteractions,DESFLURANE,CHEMBL1200733,42113
GABRG1,Q8N1C3,ChemblInteractions,MIDAZOLAM HYDROCHLORIDE,CHEMBL1200420,43032
GABRG1,Q8N1C3,ChemblInteractions,ACAMPROSATE CALCIUM,CHEMBL2068724,155434
GABRG1,Q8N1C3,ChemblInteractions,CLORAZEPATE DIPOTASSIUM,CHEMBL2096631,167305
GABRG1,Q8N1C3,TdgClinicalTrial,OCINAPLON,CHEMBL2105199,216456
GABRG1,Q8N1C3,DTC,ETOMIDATE,CHEMBL681,667484
GABRG1,Q8N1C3,ChemblInteractions,ETOMIDATE,CHEMBL681,667484
GABRG1,Q8N1C3,ChemblInteractions,ESZOPICLONE,CHEMBL1522,969472
GABRG1,Q8N1C3,TdgClinicalTrial,CINOLAZEPAM,CHEMBL2104926,3033621
GABRG1,Q8N1C3,TEND,CINOLAZEPAM,CHEMBL2104926,3033621
GABRG1,Q8N1C3,ChemblInteractions,ETHCHLORVYNOL,CHEMBL591,5281077
GABRG1,Q8N1C3,ChemblInteractions,TOPIRAMATE,CHEMBL220492,5284627
GABRG1,Q8N1C3,TdgClinicalTrial,REMIMAZOLAM,CHEMBL4297526,9867812
GABRG1,Q8N1C3,DTC,AZIETOMIDATE,CHEMBL23812,9971904
GABRG1,Q8N1C3,ChemblInteractions,ADIPIPLON,CHEMBL2103791,11198924
GABRG1,Q8N1C3,TdgClinicalTrial,ADIPIPLON,CHEMBL2103791,11198924
GABRG1,Q8N1C3,ChemblInteractions,THIOPENTAL SODIUM,CHEMBL738,12832575
GABRG1,Q8N1C3,ChemblInteractions,SECOBARBITAL SODIUM,CHEMBL1200903,14148199
GABRG1,Q8N1C3,ChemblInteractions,PENTOBARBITAL SODIUM,CHEMBL971,23676152
GABRG1,Q8N1C3,ChemblInteractions,TRICLOFOS SODIUM,CHEMBL1200789,23677832
GABRG1,Q8N1C3,ChemblInteractions,METHOHEXITAL SODIUM,CHEMBL30219,23690443
GABRG1,Q8N1C3,ChemblInteractions,BUTABARBITAL SODIUM,CHEMBL1200982,23695352
GABRG1,Q8N1C3,GuideToPharmacology,PICROTOXIN,CHEMBL1908342,57402144
GABRG1,Q8N1C3,ChemblInteractions,THIAMYLAL SODIUM,CHEMBL1201065,91980486
GABRG1,Q8N1C3,ChemblInteractions,RESEQUINIL,CHEMBL2107801,135418404
CA13,Q8N1Q1,ChemblInteractions,ETHOXZOLAMIDE,CHEMBL18,3295
ARHGEF28,Q8N1W1,PharmGKB,METHYLPHENIDATE,CHEMBL796,4158
ABHD12,Q8N2K0,GuideToPharmacology,ORLISTAT,CHEMBL175247,3034010
PLCD3,Q8N3E9,PharmGKB,DILTIAZEM,CHEMBL23,39186
CADM2,Q8N3J6,PharmGKB,ALCOHOL,CHEMBL545,702
STAG2,Q8N3U4,JAX-CKB,TEMOZOLOMIDE,CHEMBL810,5394
STAG2,Q8N3U4,JAX-CKB,CAMPTOTHECIN,CHEMBL65,24360
STAG2,Q8N3U4,JAX-CKB,RUCAPARIB,CHEMBL1173055,9931954
STAG2,Q8N3U4,JAX-CKB,TRAMETINIB,CHEMBL2103875,11707110
STAG2,Q8N3U4,JAX-CKB,VELIPARIB,CHEMBL506871,11960529
STAG2,Q8N3U4,JAX-CKB,OLAPARIB,CHEMBL521686,23725625
STAG2,Q8N3U4,CIViC,VEMURAFENIB,CHEMBL1229517,42611257
STAG2,Q8N3U4,JAX-CKB,VEMURAFENIB,CHEMBL1229517,42611257
STAG2,Q8N3U4,JAX-CKB,DABRAFENIB,CHEMBL2028663,44462760
FGFRL1,Q8N441,PharmGKB,BRIVANIB,CHEMBL377300,11234052
MINK1,Q8N4C8,DTC,SB-220025,CHEMBL274064,5164
MINK1,Q8N4C8,DTC,SP-600125,CHEMBL1725279,8515
MINK1,Q8N4C8,DTC,GEFITINIB,CHEMBL939,123631
MINK1,Q8N4C8,DTC,SB-203580,CHEMBL10,176155
MINK1,Q8N4C8,DTC,ERLOTINIB,CHEMBL553,176870
MINK1,Q8N4C8,DTC,SORAFENIB,CHEMBL1336,216239
MINK1,Q8N4C8,DTC,DASATINIB,CHEMBL1421,3062316
MINK1,Q8N4C8,DTC,ALSTERPAULLONE,CHEMBL50894,5005498
MINK1,Q8N4C8,DTC,PD-0166285,CHEMBL49120,5311382
MINK1,Q8N4C8,DTC,TOZASERTIB,CHEMBL572878,5494449
MINK1,Q8N4C8,DTC,OSI-632,CHEMBL253969,9811611
MINK1,Q8N4C8,DTC,SB-242235,CHEMBL95692,9863367
MINK1,Q8N4C8,DTC,CEDIRANIB,CHEMBL491473,9933475
MINK1,Q8N4C8,DTC,TAK-715,CHEMBL363648,9952773
MINK1,Q8N4C8,DTC,SOTRASTAURIN,CHEMBL565612,10296883
MINK1,Q8N4C8,DTC,CHEMBL379975,CHEMBL379975,10384072
MINK1,Q8N4C8,DTC,LINIFANIB,CHEMBL223360,11485656
MINK1,Q8N4C8,DTC,PF-00562271,CHEMBL1084546,11713159
MINK1,Q8N4C8,GuideToPharmacology,PF-03715455,CHEMBL1938400,11714580
MINK1,Q8N4C8,DTC,CHEMBL225519,CHEMBL225519,11715767
MINK1,Q8N4C8,DTC,CHEMBL541400,CHEMBL541400,11784504
MINK1,Q8N4C8,DTC,TAE-684,CHEMBL509032,16038120
MINK1,Q8N4C8,DTC,GW441756X,CHEMBL1516890,16219401
MINK1,Q8N4C8,DTC,SNS-314,CHEMBL482767,24995524
MINK1,Q8N4C8,DTC,ILORASERTIB,CHEMBL1980297,46207586
MINK1,Q8N4C8,DTC,CENISERTIB,CHEMBL1967878,49830398
MINK1,Q8N4C8,DTC,DOVITINIB,CHEMBL522892,135398510
MINK1,Q8N4C8,DTC,AZD-1080,CHEMBL1969664,135564570
ABCC9,Q8N4N7,TTD,GLIMEPIRIDE,CHEMBL1481,3476
ABCC9,Q8N4N7,ChemblInteractions,MINOXIDIL,CHEMBL802,4201
ABCC9,Q8N4N7,TTD,TOLBUTAMIDE,CHEMBL782,5505
ABCC9,Q8N4N7,TTD,NICORANDIL,CHEMBL284906,47528
ABCC9,Q8N4N7,ChemblInteractions,PINACIDIL,CHEMBL1200338,55329
ABCC9,Q8N4N7,TTD,REPAGLINIDE,CHEMBL1272,65981
ABCC9,Q8N4N7,ChemblInteractions,NAMINIDIL,CHEMBL2105160,158438
ABCC9,Q8N4N7,PharmGKB,MONTELUKAST,CHEMBL787,5281040
ABCC9,Q8N4N7,ChemblInteractions,SARAKALIM,CHEMBL2104449,10047015
CPA6,Q8N4T0,PharmGKB,METFORMIN,CHEMBL1431,4091
SLC5A8,Q8N695,GuideToPharmacology,FENOPROFEN,CHEMBL1297,3342
SLC5A8,Q8N695,GuideToPharmacology,IBUPROFEN,CHEMBL521,3672
SLC5A8,Q8N695,GuideToPharmacology,KETOPROFEN,CHEMBL571,3825
AOPEP,Q8N6M6,ChemblInteractions,TOSEDOSTAT,CHEMBL2103847,15547703
CDKN2A,Q8N726,CIViC,LETROZOLE,CHEMBL1444,3902
CDKN2A,Q8N726,JAX-CKB,IMATINIB,CHEMBL941,5291
CDKN2A,Q8N726,JAX-CKB,PACLITAXEL,CHEMBL428647,36314
CDKN2A,Q8N726,JAX-CKB,GEMCITABINE,CHEMBL888,60750
CDKN2A,Q8N726,JAX-CKB,ALVOCIDIB,CHEMBL428690,5287969
CDKN2A,Q8N726,OncoKB,PALBOCICLIB,CHEMBL189963,5330286
CDKN2A,Q8N726,JAX-CKB,PALBOCICLIB,CHEMBL189963,5330286
CDKN2A,Q8N726,JAX-CKB,PALBOCICLIB,CHEMBL189963,5330286
CDKN2A,Q8N726,CIViC,PALBOCICLIB,CHEMBL189963,5330286
CDKN2A,Q8N726,JAX-CKB,RIGOSERTIB,CHEMBL1241855,6918736
CDKN2A,Q8N726,JAX-CKB,CRIZOTINIB,CHEMBL601719,11626560
CDKN2A,Q8N726,JAX-CKB,TRAMETINIB,CHEMBL2103875,11707110
CDKN2A,Q8N726,JAX-CKB,GSK-461364,CHEMBL1908394,15983966
CDKN2A,Q8N726,CIViC,VEMURAFENIB,CHEMBL1229517,42611257
CDKN2A,Q8N726,CIViC,DABRAFENIB,CHEMBL2028663,44462760
CDKN2A,Q8N726,OncoKB,RIBOCICLIB,CHEMBL3545110,44631912
CDKN2A,Q8N726,ClearityFoundationBiomarkers,RIBOCICLIB,CHEMBL3545110,44631912
CDKN2A,Q8N726,JAX-CKB,SAPANISERTIB,CHEMBL3545097,45375953
CDKN2A,Q8N726,ClearityFoundationBiomarkers,ABEMACICLIB,CHEMBL3301610,46220502
CDKN2A,Q8N726,JAX-CKB,ABEMACICLIB,CHEMBL3301610,46220502
CDKN2A,Q8N726,OncoKB,ABEMACICLIB,CHEMBL3301610,46220502
CDKN2A,Q8N726,JAX-CKB,MILCICLIB MALEATE,CHEMBL4297668,46937352
CDKN2A,Q8N726,JAX-CKB,ALECTINIB,CHEMBL1738797,49806720
CDKN2A,Q8N726,JAX-CKB,PF-00477736,CHEMBL3545137,135984730
DCBLD1,Q8N8Z6,PharmGKB,IRINOTECAN,CHEMBL481,60838
ANKFN1,Q8N957,PharmGKB,HYDROCHLOROTHIAZIDE,CHEMBL435,3639
ZNF565,Q8N9K5,PharmGKB,METHYLPHENIDATE,CHEMBL796,4158
ZIC4,Q8N9L1,PharmGKB,HALOPERIDOL,CHEMBL54,3559
FSIP1,Q8NA03,PharmGKB,ASPIRIN,CHEMBL25,2244
SPATA5,Q8NB90,PharmGKB,PACLITAXEL,CHEMBL428647,36314
PCSK9,Q8NBP7,PharmGKB,LOMITAPIDE,CHEMBL354541,9853053
DAGLB,Q8NCG7,DTC,ORLISTAT,CHEMBL175247,3034010
DAGLB,Q8NCG7,GuideToPharmacology,ORLISTAT,CHEMBL175247,3034010
KCNH5,Q8NCM2,ChemblInteractions,DALFAMPRIDINE,CHEMBL284348,1727
KCNH5,Q8NCM2,ChemblInteractions,GUANIDINE HYDROCHLORIDE,CHEMBL1200728,5742
KCNH5,Q8NCM2,ChemblInteractions,TEDISAMIL,CHEMBL2111110,65825
KCNH5,Q8NCM2,GuideToPharmacology,QUINIDINE,CHEMBL1294,441074
KCNH5,Q8NCM2,ChemblInteractions,NERISPIRDINE,CHEMBL2107762,3081185
DYNC2H1,Q8NCM8,PharmGKB,ETOPOSIDE,CHEMBL44657,36462
NPEPL1,Q8NDH3,ChemblInteractions,TOSEDOSTAT,CHEMBL2103847,15547703
TNRC6A,Q8NDV7,PharmGKB,ALCOHOL,CHEMBL545,702
HIPK4,Q8NE63,DTC,(RS)-ROSCOVITINE,CHEMBL52387,5097
HIPK4,Q8NE63,DTC,SP-600125,CHEMBL1725279,8515
HIPK4,Q8NE63,DTC,GEFITINIB,CHEMBL939,123631
HIPK4,Q8NE63,DTC,ERLOTINIB,CHEMBL553,176870
HIPK4,Q8NE63,DTC,SORAFENIB,CHEMBL1336,216239
HIPK4,Q8NE63,DTC,CYC-116,CHEMBL482967,6420138
HIPK4,Q8NE63,DTC,LINIFANIB,CHEMBL223360,11485656
HIPK4,Q8NE63,DTC,PF-00562271,CHEMBL1084546,11713159
HIPK4,Q8NE63,DTC,CHEMBL225519,CHEMBL225519,11715767
HIPK4,Q8NE63,DTC,CHEMBL541400,CHEMBL541400,11784504
HIPK4,Q8NE63,DTC,GSK-269962A,CHEMBL220241,16095342
HIPK4,Q8NE63,DTC,GW441756X,CHEMBL1516890,16219401
HIPK4,Q8NE63,DTC,SNS-314,CHEMBL482767,24995524
HIPK4,Q8NE63,DTC,ILORASERTIB,CHEMBL1980297,46207586
HIPK4,Q8NE63,DTC,CENISERTIB,CHEMBL1967878,49830398
PIK3C3,Q8NEB9,MyCancerGenome,QUERCETIN,CHEMBL50,5280343
PIK3C3,Q8NEB9,MyCancerGenome,SONOLISIB,CHEMBL411907,9849735
PIK3C3,Q8NEB9,MyCancerGenome,PI-103,CHEMBL573339,9884685
PIK3C3,Q8NEB9,MyCancerGenome,DACTOLISIB,CHEMBL1879463,11977753
PIK3C3,Q8NEB9,MyCancerGenome,VOXTALISIB,CHEMBL3545366,16123056
PIK3C3,Q8NEB9,MyCancerGenome,BUPARLISIB,CHEMBL2017974,16654980
PIK3C3,Q8NEB9,MyCancerGenome,PICTILISIB,CHEMBL521851,17755052
PIK3C3,Q8NEB9,MyCancerGenome,PF-04691502,CHEMBL1234354,25033539
PIK3C3,Q8NEB9,MyCancerGenome,APITOLISIB,CHEMBL1922094,25254071
PIK3C3,Q8NEB9,MyCancerGenome,GEDATOLISIB,CHEMBL592445,44516953
PIK3C3,Q8NEB9,MyCancerGenome,INFIGRATINIB,CHEMBL1852688,53235510
PIK3C3,Q8NEB9,MyCancerGenome,PILARALISIB,CHEMBL3360203,56599306
PIK3C3,Q8NEB9,MyCancerGenome,ALPELISIB,CHEMBL2396661,56649450
PIK3C3,Q8NEB9,MyCancerGenome,GSK-2636771,CHEMBL3188551,56949517
PIK3C3,Q8NEB9,MyCancerGenome,COPANLISIB,CHEMBL3218576,135565596
CATSPER1,Q8NEC5,GuideToPharmacology,PROGESTERONE,CHEMBL103,5994
CATSPER1,Q8NEC5,GuideToPharmacology,MIBEFRADIL,CHEMBL45816,60663
CATSPER1,Q8NEC5,GuideToPharmacology,DINOPROSTONE,CHEMBL548,5280360
CATSPER1,Q8NEC5,GuideToPharmacology,ALPROSTADIL,CHEMBL495,5280723
DDHD1,Q8NEL9,PharmGKB,WARFARIN,CHEMBL1464,54678486
TRPV1,Q8NER1,PharmGKB,ACETAMINOPHEN,CHEMBL112,1983
TRPV1,Q8NER1,ChemblInteractions,ACETAMINOPHEN,CHEMBL112,1983
TRPV1,Q8NER1,DTC,BENZYL ISOTHIOCYANATE,CHEMBL55285,2346
TRPV1,Q8NER1,NCI,INDOMETHACIN,CHEMBL6,3715
TRPV1,Q8NER1,NCI,PROPOFOL,CHEMBL526,4943
TRPV1,Q8NER1,NCI,RESERPINE,CHEMBL772,5770
TRPV1,Q8NER1,DTC,ALLYL ISOTHIOCYANATE,CHEMBL233248,5971
TRPV1,Q8NER1,NCI,LEVODOPA,CHEMBL1009,6047
TRPV1,Q8NER1,DTC,PHENETHYLISOTHIOCYANATE,CHEMBL151649,16741
TRPV1,Q8NER1,GuideToPharmacology,ALLICIN,CHEMBL359965,65036
TRPV1,Q8NER1,DTC,POLYGODIAL,CHEMBL254550,72503
TRPV1,Q8NER1,DTC,VOACANGINE,CHEMBL182120,73255
TRPV1,Q8NER1,DTC,ISOPROPYL ISOTHIOCYANATE,CHEMBL2208211,75263
TRPV1,Q8NER1,GuideToPharmacology,CAMPHOR,CHEMBL504760,159055
TRPV1,Q8NER1,NCI,WORTMANNIN,CHEMBL428496,312145
TRPV1,Q8NER1,GuideToPharmacology,PIPERINE,CHEMBL43185,638024
TRPV1,Q8NER1,TdgClinicalTrial,ZUCAPSAICIN,CHEMBL313971,1548942
TRPV1,Q8NER1,GuideToPharmacology,CAPSAICIN,CHEMBL294199,1548943
TRPV1,Q8NER1,TTD,CAPSAICIN,CHEMBL294199,1548943
TRPV1,Q8NER1,DTC,CAPSAICIN,CHEMBL294199,1548943
TRPV1,Q8NER1,TdgClinicalTrial,CAPSAICIN,CHEMBL294199,1548943
TRPV1,Q8NER1,ChemblInteractions,CAPSAICIN,CHEMBL294199,1548943
TRPV1,Q8NER1,NCI,STREPTOZOCIN,CHEMBL1651906,2733335
TRPV1,Q8NER1,GuideToPharmacology,CAPSAZEPINE,CHEMBL391997,2733484
TRPV1,Q8NER1,DTC,CAPSAZEPINE,CHEMBL391997,2733484
TRPV1,Q8NER1,GuideToPharmacology,ANANDAMIDE,CHEMBL15848,5281969
TRPV1,Q8NER1,GuideToPharmacology,OLVANIL,CHEMBL76903,5311093
TRPV1,Q8NER1,GuideToPharmacology,RESINIFERATOXIN,CHEMBL448382,5702546
TRPV1,Q8NER1,TdgClinicalTrial,RESINIFERATOXIN,CHEMBL448382,5702546
TRPV1,Q8NER1,TTD,RESINIFERATOXIN,CHEMBL448382,5702546
TRPV1,Q8NER1,TTD,CHEMBL104028,CHEMBL104028,8068410
TRPV1,Q8NER1,ChemblInteractions,SB-705498,CHEMBL207433,9910486
TRPV1,Q8NER1,DTC,CHEMBL191534,CHEMBL191534,10027372
TRPV1,Q8NER1,ChemblInteractions,ABT-102,CHEMBL398338,11256560
TRPV1,Q8NER1,TTD,ABT-102,CHEMBL398338,11256560
TRPV1,Q8NER1,ChemblInteractions,AMG-517,CHEMBL229430,16007367
TRPV1,Q8NER1,ChemblInteractions,MAVATREP,CHEMBL2364618,17751090
